ImageId,EncodedPixels
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,55658 6 56180 9 56704 10 57228 12 57752 12 58274 14 58797 15 59321 17 59845 17 60369 17 60891 19 61415 19 61939 19 62463 19 62985 21 63509 21 64033 19 64557 19 65081 19 65605 17 66129 17 66653 16 67175 17 67699 17 68223 16 68747 15 69271 15 69795 13 70319 13 70843 12 71367 11 71891 11 72415 10 72939 9 73463 9 73987 7 74512 5
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,93908 1 94432 1
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,101256 2 101779 4 102302 6 102826 8 103350 8 103873 9 104396 10 104920 10 105444 10 105968 10 106492 10 107016 10 107540 10 108064 9 108588 8 109112 8 109636 8 110160 8 110684 10 111208 10 111732 11 112256 12 112780 14 113304 14 113828 14 114352 6 114360 6 114886 4 115410 2 115934 2 116458 2
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,124 20 648 20 1172 20 1696 20 2220 20 2744 19 3268 18 3794 16 4318 16 4843 15 5368 14 5894 10
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,148424 6 148946 10 149470 11 149994 13 150518 14 151040 16 151564 16 152088 16 152612 16 153136 16 153661 15 154186 14 154710 14 155234 14 155758 14 156282 14 156808 14 157335 13 157861 12 158388 10 158910 12 159434 12 159958 12 160480 14 161004 14 161527 15 162050 16 162574 16 163098 16 163622 16 164146 16 164670 16 165194 16 165718 16 166240 18 166766 16 167290 16 167814 16 168338 14 168862 14 169387 13 169912 12 170436 10 170962 8 171487 7 172012 4
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,180910 1 181434 2 181958 2
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,121713 2 122236 5 122758 8 123281 11 123804 12 124328 12 124852 12 125376 12 125900 12 126424 12 126948 12 127471 13 127994 14 128518 14 129042 14 129566 13 130090 12 130614 12 131138 12 131662 11 132186 10 132710 10 133236 8 133761 7
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,79797 7 80320 9 80844 11 81366 13 81890 13 82414 13 82936 15 83460 15 83984 16 84508 17 85032 17 85556 17 86080 16 86604 15 87128 15 87652 15 88176 15 88700 15 89224 15 89748 13 90273 12 90798 10 91322 7
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,101815 3 102338 5 102861 8 103383 12 103907 12 104430 13 104952 15 105476 15 106000 15 106524 15 107048 15 107572 15 108096 15 108618 17 109142 17 109666 17 110190 17 110714 17 111238 15 111764 13 112288 12 112812 11 113338 7
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,35795 6 36319 7 36842 9 37365 10 37889 10 38411 12 38935 12 39459 12 39983 12 40507 12 41030 13 41553 14 42077 14 42601 14 43125 14 43649 14 44173 14 44697 14 45220 15 45743 16 46267 16 46791 16 47315 16 47839 16 48363 16 48887 16 49411 16 49935 16 50459 16 50983 16 51507 16 52031 16 52555 16 53081 14 53605 14 54129 12 54653 12 55177 12 55701 12 56225 12 56749 11 57273 10 57798 9 58323 7 58847 5
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,78771 6 79295 8 79819 10 80343 10 80867 10 81391 10 81915 10 82439 10 82963 10 83487 10 84010 11 84533 12 85057 12 85581 12 86105 12 86629 12 87153 12 87677 12 88202 11 88727 10 89251 8 89775 7 90300 4
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,160519 6 161041 8 161564 10 162087 12 162611 12 163135 12 163659 12 164183 12 164707 12 165231 12 165755 13 166279 14 166803 14 167327 14 167851 14 168375 14 168899 14 169424 12 169949 10 170473 8
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,52051 6 52575 6 53099 6 53621 8 54145 8 54670 7 55195 6 55719 8 56243 8 56767 8 57291 8 57815 8 58338 9 58861 11 59385 12 59909 12 60433 12 60957 12 61481 12 62005 12 62529 12 63053 12 63577 12 64101 12 64625 12 65149 12 65673 12 66197 11 66721 10 67245 10 67769 10 68294 8 68819 6
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,37401 9 37925 9 38449 9 38973 9 39497 9 40021 9 40547 7 41072 6 41596 6 42120 4 42644 4 43168 4 43692 4
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,82992 1
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,2829 2 3351 5 3874 10 4396 12 4920 13 5444 14 5968 14 6492 16 7016 16 7540 16 8064 16 8588 16 9112 16 9636 16 10161 15 10686 13 11210 12 11734 12 12259 11 12785 6 13310 4
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,13846 6 14370 8 14893 9 15416 11 15940 12 16452 5 16464 12 16975 8 16987 13 17498 26 18022 28 18544 30 19068 30 19592 30 20116 30 20640 30 21164 30 21688 16 21706 10 22212 16 22232 8 22736 16 23260 16 23784 16 24308 16 24832 15 25358 12 25884 10 26408 8 26932 7
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,35332 2 35854 6 36378 8 36902 8 37426 8 37948 10 38472 10 38996 10 39520 10 40044 10 40568 10 41092 10 41616 10 42138 11 42661 11 43184 12 43706 14 44230 14 44753 15 45276 16 45300 9 45800 18 45822 12 46324 35 46848 35 47372 37 47896 37 48420 37 48944 37 49468 37 49992 37 50516 37 51040 37 51564 37 52088 37 52612 37 53136 37 53662 35 54187 12 54200 21 54713 9 54725 19 55238 4 55250 17 55774 17 56298 17 56822 16 57346 15 57872 13 58397 8 58923 5
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,157427 2 157950 5 158466 14 158988 16 159512 16 160036 17 160558 20 161082 20 161606 20 162130 20 162654 20 163176 22 163700 22 164224 22 164748 12 164766 4 165272 12 165796 12 166320 12 166844 12 167369 11 167894 10 168418 10 168942 10 169466 10 169990 10 170514 10 171038 10 171561 11 172084 12 172608 12 173132 12 173656 12 174182 8 174708 2
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,176810 6 177331 9 177854 10 178376 12 178898 14 179422 14 179946 14 180470 14 180994 13 181518 12 182042 12
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,132796 2 133318 6 133841 8 134364 10 134886 12 135410 14 135934 14 136458 14 136982 14 137505 15 138028 16 138552 16 139076 16 139600 16 140124 16 140648 16 141172 16 141696 16 142220 16 142746 14 143270 14 143794 14 144318 14 144842 14 145366 14 145891 13 146416 12 146940 12 147464 12 147988 12 148514 10 149038 10 149563 8 150088 6 150612 4
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,101364 4 101887 7 102410 9 102932 13 103458 12 103982 14 104506 15 105030 15 105553 16 106076 17 106600 17 107124 17 107648 17 108172 17 108696 17 109212 25 109736 25 110260 25 110784 25 111306 27 111830 27 112354 27 112878 27 113402 25 113926 25 114450 24 114974 23 115498 22 116022 22 116546 20 117070 18 117594 17 118118 16 118642 16 119166 14 119691 13 120216 12 120740 12 121266 10 121790 11 122314 12 122838 12 123360 14 123884 14 124408 14 124932 14 125458 11 125982 10 126506 10 127030 10 127555 9 128081 7
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,95072 6 95594 8 96118 8 96642 8 97166 6 97689 7 98212 8 98736 8 99262 4
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,81975 1 82498 3 83022 4 83544 6 84068 6 84592 7 85116 8 85640 7
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,172633 1
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,15965 2 16487 7 17011 8 17535 8 18059 6
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,69943 5 70466 8 70989 10 71513 12 72035 15 72559 16 73083 16 73607 16 74131 16 74655 16 75179 16 75704 15 76229 14 76753 14 77279 10 77804 9 78330 6
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,89335 6 89855 10 90378 12 90901 14 91425 14 91949 14 92473 14 92997 14 93521 14 94045 13 94569 12 95095 10 95619 10 96143 10 96667 10 97191 10 97715 8 98239 8 98763 8 99289 4
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,7638 4 7650 4 8160 6 8172 8 8684 20 8717 3 9208 20 9241 4 9732 20 9765 4 10256 22 10289 6 10780 22 10813 6 11303 23 11336 7 11826 24 11859 8 12350 24 12383 10 12874 24 12907 10 13398 24 13431 10 13922 24 13955 10 14444 26 14479 10 14968 26 15003 10 15492 26 15527 10 16016 26 16051 10 16540 26 16573 12 17064 27 17096 13 17588 45 18112 45 18634 13 18649 32 19157 13 19174 31 19680 14 19698 31 20202 16 20222 31 20724 17 20746 31 21248 16 21270 31 21772 16 21794 31 22292 20 22318 31 22804 4 22812 23 22843 30 23327 7 23335 23 23368 6 23376 21 23849 33 23892 4 23900 21 24373 33 24416 3 24424 19 24896 34 24948 19 25419 35 25472 19 25943 35 25996 19 26467 35 26520 19 26990 35 27044 18 27513 35 27568 17 28037 35 28092 15 28561 35 28616 13 29085 35 29140 13 29607 37 29664 13 30131 37 30188 13 30655 19 30677 15 30712 11 31179 18 31202 14 31236 11 31703 18 31726 14 31760 11 32227 11 32239 6 32250 16 32284 11 32751 10 32762 7 32774 17 32808 11 33275 8 33285 8 33298 22 33332 11 33809 8 33822 24 33856 11 34333 8 34346 24 34380 11 34856 9 34870 24 34905 9 35379 10 35394 24 35430 6 35903 10 35918 26 35954 6 36427 10 36442 26 36480 3 36951 10 36966 26 37005 1 37473 13 37490 26 37997 14 38014 26 38520 15 38538 26 39043 16 39062 26 39567 17 39588 24 40091 18 40112 26 40615 47 41139 47 41661 31 41694 16 42185 25 42219 15 42709 25 42744 14 43233 25 43268 14 43757 25 43792 14 44291 15 44316 14 44815 15 44840 14 45339 15 45364 14 45865 13 45888 14 46389 13 46413 13 46914 12 46938 12 47439 11 47462 12 47963 12 47986 14 48489 11 48510 14 49013 11 49034 14 49537 13 49558 14 50063 11 50084 12 50587 12 50608 12 51112 12 51132 12 51640 8 51656 12 52165 8 52180 12 52690 8 52705 11 53214 8 53230 10 53738 8 53756 8 54263 8 54281 7 54788 8 54806 6 55312 8 55330 6 55836 8 55856 4 56360 9 56380 4 56883 11 56904 4 57406 12 57428 4 57930 12 57952 4 58454 12 58476 4 58978 12 59000 4 59502 12 60024 14 60548 14 61072 14 61596 14 62121 13 62646 13 63170 14 63186 2 63694 20 64216 23 64740 24 65264 24 65788 24 66312 24 66836 24 67360 24 67882 26 68406 26 68930 26 69456 24 69980 24 70504 24 71028 24 71060 5 71554 22 71580 10 72079 21 72104 12 72604 19 72628 12 73130 16 73152 12 73642 3 73654 16 73676 12 74164 7 74178 16 74200 14 74687 9 74702 16 74724 15 75209 13 75226 16 75248 15 75733 13 75750 16 75770 17 76256 34 76294 17 76779 35 76818 17 77303 56 77826 57 78349 58 78873 58 79397 19 79420 35 79920 20 79945 35 80443 21 80471 34 80967 21 80996 35 81491 21 81522 33 82015 19 82046 33 82539 19 82570 33 83063 19 83094 33 83587 19 83618 33 84111 19 84142 33 84636 18 84666 33 85161 17 85190 33 85687 13 85712 35 86211 13 86236 29 86268 3 86735 13 86760 28 86793 2 87259 13 87276 2 87280 32 87317 2 87783 11 87798 37 87841 3 88307 11 88321 37 88365 4 88831 10 88844 38 88889 4 89355 9 89368 38 89413 4 89879 8 89892 25 89918 12 89937 4 90403 8 90416 23 90442 12 90461 3 90927 6 90940 22 90966 12 90985 1 91451 5 91464 20 91490 11 91975 4 91986 22 92014 10 92499 4 92510 22 92538 10 93023 2 93033 23 93062 10 93547 2 93556 22 93586 9 94078 24 94601 25 95125 23 95648 24 96170 26 96693 27 97217 27 97740 26 98263 27 98785 15 98804 10 99309 15 99328 10 99833 13 99853 9 100357 13 100378 7 100879 14 100902 6 101403 13 101426 6 101927 12 101950 2 102451 12 102474 1 102973 12 102994 4 103497 12 103516 6 104021 12 104040 7 104545 12 104563 9 105069 12 105086 10 105591 14 105608 12 106115 15 106131 13 106639 28 107163 27 107687 27 108211 27 108735 27 109257 31 109781 34 110305 35 110829 35 111355 35 111879 5 111886 28 112404 3 112411 27 112935 27 113458 28 113981 29 114505 29 115029 29 115552 30 116075 31 116599 12 116614 16 117123 12 117138 14 117647 11 117662 14 118171 10 118185 15 118695 8 118707 17 119219 6 119231 17 119755 24 120279 25 120803 25 121327 27 121851 27 122375 27 122891 35 123414 36 123936 38 124459 25 124486 12 124983 25 125010 12 125506 24 125534 12 126028 25 126058 12 126551 24 126582 12 127073 25 127108 10 127597 17 127615 5 127630 12 128120 17 128139 5 128154 12 128643 16 128663 5 128678 12 129165 18 129187 6 129202 12 129689 17 129710 9 129726 11 130213 16 130233 11 130250 10 130737 16 130757 11 130776 8 131259 17 131280 12 131300 8 131783 16 131803 13 131824 7 131837 4 132307 16 132327 13 132348 6 132360 6 132831 14 132849 15 132872 6 132882 8 133355 14 133372 16 133404 10 133878 14 133895 17 133928 10 134401 12 134419 17 134452 10 134925 12 134943 17 134976 10 135449 12 135466 18 135500 10 135973 11 135989 19 136023 11 136497 10 136513 19 136546 12 137019 37 137070 12 137543 33 137577 4 137594 14 138067 32 138102 4 138118 14 138591 30 138626 6 138642 12 139115 29 139150 6 139164 14 139638 26 139674 6 139688 14 140161 26 140197 7 140212 14 140685 24 140720 10 140736 14 141209 24 141244 10 141258 16 141733 24 141768 11 141782 16 142257 24 142291 13 142306 16 142781 24 142814 32 143305 24 143336 34 143828 25 143859 35 144351 27 144383 35 144875 65 145399 65 145923 65 146449 63 146973 10 146987 49 147498 8 147511 48 148023 5 148035 47 148559 47 149083 33 149118 10 149607 33 149643 8 150131 33 150168 6 150655 33 151179 15 151195 15 151704 13 151719 15 152229 10 152243 15 152753 10 152767 13 152788 2 153277 10 153291 13 153310 6 153801 10 153815 12 153833 7 154325 11 154339 11 154356 8 154851 21 154878 10 155377 17 155402 11 155901 16 155925 13 156425 14 156448 14 156949 11 156972 14 157474 9 157496 14 157999 8 158020 14 158523 8 158544 14 159047 8 159068 14 159572 8 159589 17 160097 9 160111 19 160621 9 160634 22 161147 33 161671 33 162195 33 162719 33 163243 35 163767 36 164291 37 164815 39 165339 41 165863 41 166387 17 166408 20 166911 17 166932 22 167435 16 167456 22 167959 15 167980 22 168483 15 168504 22 169007 15 169028 22 169532 13 169552 22 170057 11 170076 22 170581 11 170600 22 171104 12 171130 16 171627 13 171654 16 172152 12 172178 16 172677 13 172700 18 173201 13 173223 19 173725 13 173746 20 174250 12 174270 20 174777 9 174792 22 175303 5 175316 22 175828 4 175840 22 176352 4 176364 22 176876 4 176886 23 177400 4 177410 22 177923 5 177934 22 178446 6 178458 22 178970 4 178980 23 179494 4 179504 21 180018 4 180028 20 180542 4 180552 14 181076 14 181599 15 182122 16
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,48474 8 48997 10 49521 10 50045 12 50568 13 51091 14 51615 12 52139 12 52663 12 53187 12 53711 12 54236 11 54762 10 55287 10 55813 8 56337 10 56861 11 57385 12 57909 12 58433 14 58957 14 59481 14 60005 14 60529 15 61053 17 61579 15 62103 15 62628 13 63153 10 63677 10 64203 7 64728 5
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,273 10 286 14 797 27 1321 27 1845 27 2369 27 2893 27 3417 26 3941 25 4464 26 4987 27 5511 27 6035 27 6559 25 7083 25 7607 25 8131 25 8655 23 9179 23 9703 23 10229 19 10753 19 11277 19 11801 19 12325 19 12848 20 13371 20 13895 19 14419 19 14943 18 15467 17 15991 17 16514 16 17037 16 17561 12 18085 12 18609 11 19133 10 19657 10 20181 9 20705 7 21230 5 21755 2
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,97250 4 97772 8 98296 8 98820 8 98849 6 99342 10 99363 1 99373 8 99866 12 99885 3 99895 10 100389 13 100408 5 100419 10 100912 14 100932 7 100943 10 101436 14 101456 7 101467 10 101960 14 101980 22 102484 14 102504 23 103008 14 103028 23 103530 16 103552 23 103594 5 104054 16 104076 23 104116 9 104578 16 104600 23 104639 11 105102 16 105122 25 105163 11 105626 15 105646 25 105686 13 106150 14 106170 25 106209 15 106674 14 106694 25 106733 15 107198 14 107218 25 107255 17 107722 14 107742 25 107779 17 108246 15 108266 25 108303 17 108770 16 108790 25 108827 17 109294 45 109351 17 109818 45 109875 17 110342 45 110399 17 110868 43 110923 17 111394 41 111445 19 111919 16 111936 23 111969 19 112444 14 112461 22 112493 19 112968 12 112993 14 113017 19 113494 9 113517 18 113541 19 114042 18 114065 19 114567 18 114589 19 115091 20 115113 19 115615 41 116139 41 116663 40 117189 4 117197 29 117721 29 118245 29 118769 28 119293 27 119817 26 120341 26 120865 24 121389 23 121913 19 122437 18 122961 14 123485 14 124009 13 124533 12 125057 12 125581 12 126105 12 126629 12 127153 12 127677 12 128201 12 128725 12 129251 8 129775 8 130299 8 130823 8 131349 2
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,180054 9 180576 11 181099 13 181622 15 182144 16
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,149665 3 150188 4 150712 4 151235 5 151758 6 152282 7 152296 5 152806 8 152819 8 153329 22 153852 23 154376 23 154900 23 155424 24 155948 25 156472 25 156996 25 157520 25 158044 25 158568 25 159094 23 159618 22 160142 21 160666 21 161190 21 161715 20 162240 19 162764 19 163288 19 163813 18 164338 17 164862 17 165386 17 165911 16 166436 15 166960 15 167484 14 168009 12 168535 10 169059 8 169583 7 170109 3
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,48011 1 48533 5 49056 7 49580 7 50103 8 50626 10 51150 11 51674 11 52198 11 52722 11 53246 11 53770 13 54294 20 54818 21 55342 21 55866 23 56390 23 56914 23 57438 25 57964 23 58488 23 59013 22 59538 3 59543 18 60068 17 60593 16 61117 16 61641 16 62165 18 62689 18 63215 16 63739 16 64263 16 64787 16 65311 16 65835 16 66359 16 66883 16 67407 16 67932 15 68457 14 68981 14 69505 14 70030 13 70555 12 71079 12 71603 12 72128 11 72653 10 73177 10 73701 10 74225 11 74749 12 75273 12 75797 12 76321 12 76845 12 77369 12 77893 12 78417 13 78941 14 79465 14 79990 13 80515 12 81039 12 81563 12 82087 12 82611 12 83135 10 83661 6 84185 6 84709 6 85233 6
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,125569 3 126092 5 126614 9 127137 10 127660 11 128184 11 128708 13 129232 13 129756 13 130280 13 130802 15 131326 15 131850 15 132374 15 132898 15 133422 15 133946 15 134470 15 134994 15 135518 15 136042 15 136566 15 137090 15 137614 15 138138 15 138662 17 139186 17 139712 15 140236 15 140758 17 141284 15 141808 15 142332 15 142856 13 143382 11 143907 10 144431 10 144956 7
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,335 16 860 15 1385 14 1909 14 2434 11 2960 9 3485 8 4011 2
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,168559 6 169081 10 169604 11 170127 12 170651 12 171173 14 171696 15 172219 16 172743 16 173267 16 173790 17 174313 18 174837 18 175361 18 175885 18 176409 18 176933 18 177457 18 177981 18 178505 18 179029 18 179553 18 180077 18 180601 18 181125 17 181649 16 182173 16
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,31801 2 32324 3 32847 4 33371 5 33895 6 34419 6 34943 6 35467 6 35989 8 36512 11 37035 12 37557 14 38081 14 38604 15 39127 16 39651 16 40175 16 40699 16 41223 16 41747 16 42271 16 42795 16 43319 16 43843 16 44367 16 44891 16 45415 16 45937 18 46461 18 46985 18 47509 18 48033 18 48557 18 49081 18 49605 18 50129 18 50653 18 51177 18 51701 16 52227 14 52751 14 53275 14 53799 14 54323 14 54847 14 55371 14 55895 14 56419 14 56943 14 57469 10 57993 10 58517 10 59041 10 59567 6
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,127192 6 127714 9 128238 11 128762 12 129286 12 129810 12 130334 12 130858 12 131382 12 131906 12 132430 12 132954 12 133478 10 134002 10 134526 10 135050 10 135574 10 136098 10 136622 10 137146 10 137668 12 138192 12 138711 3 138716 12 139232 20 139754 22 140277 23 140787 6 140801 23 141309 8 141324 24 141832 10 141847 24 142355 13 142371 23 142879 39 143403 37 143926 37 144449 37 144973 37 145497 35 146021 35 146545 35 147069 35 147593 35 148117 35 148641 35 149165 35 149689 34 150213 33 150737 33 151263 31 151787 30 152311 29 152835 29 153359 29 153883 28 154407 26 154931 12 154947 9 155455 12 155979 12 156503 12 157027 12 157551 11 158075 10 158601 8 159127 5
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,160185 6 160709 6 161232 7 161754 10 162277 13 162801 13 163325 13 163849 13 164373 13 164901 9 165427 10 165952 10 166477 9 167001 10 167525 11 168049 11 168573 11 169097 11 169622 10 170147 9 170671 9 171195 9 171719 9 172241 11 172765 11 173291 9 173815 9 174339 9 174863 9 175387 9 175911 9 176435 9 176959 9 177483 8 178007 7 178531 7 179055 7 179579 6 180104 3
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,71629 6 72152 7 72675 9 73199 11 73723 11 74247 11 74771 11 75295 13 75821 11 76345 11 76869 11 77393 11 77917 11 78441 12 78965 13 79489 13 80013 13 80537 13 81061 13 81585 13 82111 11 82635 11 83159 11 83683 11 84209 9 84733 9 85257 9 85783 12 86311 10 86836 10 87360 10 87882 12 88406 12 88930 12 89454 12 89976 15 90499 17 91023 17 91547 17 92070 18 92593 18 93117 17 93641 17 94165 17 94689 17 95213 17 95737 17 96261 17 96785 17 97309 17 97832 16 98356 16 98881 15 99405 15 99929 13 100453 13 100977 13 101501 11 102027 7 102552 5
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,378 18 902 18 1426 18 1950 18 2474 18 2998 18 3521 19 4044 20 4568 20 5092 20 5616 20 6140 20 6664 20 7188 19 7712 18 8236 18 8760 18 9284 18 9808 18 10332 16 10856 16 11379 16 11902 16 12426 16 12950 15 13474 14 14000 12 14524 10 15048 10 15572 10 16096 10 16620 10 16643 5 16659 3 17144 11 17165 7 17182 5 17668 12 17688 8 17704 9 18192 12 18212 10 18228 9 18717 11 18736 10 18752 9 19242 10 19260 11 19276 9 19766 10 19784 12 19800 9 20290 10 20308 25 20814 10 20832 25 21337 11 21356 25 21860 12 21878 27 22384 12 22402 27 22909 11 22926 26 23434 10 23450 25 23958 10 23974 25 24482 10 24498 21 25006 10 25021 21 25530 10 25544 18 26054 30 26578 30 27102 30 27626 30 28150 28 28674 28 29198 28 29722 26 30246 26 30770 25 31294 24 31818 12 31836 2 32342 12 32866 12 33390 12 33420 7 33914 12 33942 10 34438 12 34466 11 34962 12 34990 11 35486 12 35512 13 36010 12 36034 15 36532 14 36558 15 37056 14 37082 15 37579 15 37606 15 38102 18 38128 17 38626 19 38652 17 39150 20 39176 17 39674 20 39700 17 40198 22 40224 17 40722 22 40747 18 41246 22 41270 19 41770 43 42294 43 42818 43 43342 43 43866 43 44390 41 44914 40 45438 40 45963 38 46488 36 47012 36 47536 34 48060 24 48593 14 49118 12 49642 12 50166 12 50690 12 51214 12 51738 12 52262 12 52786 12 53310 12 53834 12 54358 12 54882 12 55406 12 55928 14 56452 14 56976 14 57500 14 58024 14 58548 14 59072 14 59596 12 60118 14 60642 14 61166 14 61690 14 62214 14 62738 14 63262 14 63786 12 64310 12 64834 12 65358 12 65882 12 66406 11 66930 10 67454 10 67979 9 68505 4 69030 2
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,180650 4 181172 8 181696 8 182220 8
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,50195 3 50717 7 51240 9 51762 11 52285 13 52808 15 53332 15 53854 17 54378 17 54902 17 55426 19 55950 19 56473 20 56997 20 57522 19 58046 19 58570 19 59094 19 59618 19 60144 17 60668 17 61192 17 61716 19 62240 17 62764 17 63288 17 63812 17 64335 16 64858 17 65380 19 65902 19 66426 19 66950 19 67472 21 67994 21 68518 21 69042 20 69564 21 70088 21 70612 20 71136 12 71660 12 72184 12 72709 12 73234 12 73762 8 74286 10 74810 10 75334 10 75858 10 76381 11 76904 13 77428 14 77952 14 78475 15 78998 14 79522 14 80046 14 80569 15 81092 16 81616 16 82140 15 82664 14 83188 14 83712 14 84236 14 84760 14 85284 14 85808 14 86332 14 86856 14 87382 12 87906 12 88430 12 88954 12 89478 10 90004 8 90529 7
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,105196 4 105720 4 106244 4 106768 4 107292 4 107816 4 108341 2
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,131407 5 131929 7 132452 8 132976 8 133499 9 134021 11 134544 12 135068 12 135591 13 136114 14 136638 12 137162 12 137686 12 138210 12 138734 10 139258 9 139783 6 140309 3
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,411 9 934 12 1458 13 1980 15 2498 21 3022 21 3546 21 4068 23 4592 23 5116 22 5640 20 6164 15 6688 14 7213 13 7738 13 8262 14 8786 15 9310 15 9834 17 10358 17 10882 18 11407 17 11932 15 12458 13 12983 10 13509 7 14034 4
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,142934 2 143457 5 143979 7 144502 8 145026 8 145549 11 146072 12 146596 10 147120 10 147644 10 148168 10 148692 10 149216 10 149740 10 150264 10 150788 10 151312 10 151836 11 152360 12 152884 12 153408 12 153932 12 154456 12 154980 12 155506 10 156030 11 156554 17 157080 16 157604 18 158129 18 158654 17 159180 15 159704 16 160228 17 160752 17 161276 17 161800 17 162324 17 162848 17 163372 17 163896 17 164420 17 164944 17 165467 18 165991 18 166516 17 167040 17 167564 17 168088 16 168610 17 169134 17 169658 16 170182 15 170706 15 171230 13 171754 13 172278 12 172802 11 173326 11 173851 9 174376 4
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,95265 6 95787 9 96311 10 96834 11 97357 12 97881 13 98405 14 98928 15 99451 16 99974 17 100498 16 101022 15 101546 15 102070 15 102594 15 103116 17 103640 17 104164 16 104688 15 105212 15 105736 15 106260 14 106785 12 107310 11 107834 9 108359 7
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,85833 3 86356 6 86879 8 87403 8 87927 8 88451 8 88975 8 89499 8 90023 8 90547 7 91071 6
